계약번호,계약명,업무구분명,계약체결형태명,계약체결방법명,계약체결일자,계약기간,계약기관구분명,계약기관명,계약기관담당부서명,계약기관담당자명,수요기관구분명,수요기관명,대표업체명
KD72BD08O11,S/P for Naval Firepower Systems,외자,총액제,일반경쟁,2017-07-03,2017-07-03~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"WooYoung Mulsan Co.,Ltd"
KD72CD08P37,S/P FOR WARSHIPS,외자,총액제,일반경쟁,2017-07-03,2017-07-03~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"WooYoung Mulsan Co.,Ltd"
KD71AD08J26,S/P FOR HELICOPTER,외자,총액제,일반경쟁,2017-07-04,2017-07-04~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김재희,국가기관,방위사업청,"DK Corp, LTD"
KD71AD08O25,S/P for 500MD(DK_Corp),외자,총액제,일반경쟁,2017-07-04,2017-07-04~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박신영,국가기관,방위사업청,"DK Corp, LTD"
KD71AD08O28,S/P for 500MD헬기(HJ),외자,총액제,일반경쟁,2017-07-04,2017-07-04~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박신영,국가기관,방위사업청,H.J. INTERNATIONAL CO
KD71AD08O29,S/P for 500MD(해성),외자,총액제,일반경쟁,2017-07-04,2017-07-04~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),임우정,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD71ED08O05,Spare Parts for General Equipment,외자,총액제,일반경쟁,2017-07-04,2017-07-04~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박보영,국가기관,방위사업청,"WooYoung Mulsan Co.,Ltd"
KD71ED08O06,Spare Parts for General Equipment,외자,총액제,일반경쟁,2017-07-04,2017-07-04~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박보영,국가기관,방위사업청,CUSTOM AERONAUTICAL SUPPORT
KD71ED08O07,Spare Parts for General Equipment,외자,총액제,일반경쟁,2017-07-04,2017-07-04~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박보영,국가기관,방위사업청,M.S. Global
KD71ED08O08,Spare Parts for General Equipment,외자,총액제,일반경쟁,2017-07-04,2017-07-04~2018-06-02,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박보영,국가기관,방위사업청,"ATEMA Co., Ltd."
KD71ED08O09,Spare Parts for General Equipment,외자,총액제,일반경쟁,2017-07-04,2017-07-04~2018-03-03,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박보영,국가기관,방위사업청,"ATEMA Co., Ltd."
KD71FD08O06,S/P FOR ANTI AIR EQUIPMENT,외자,리스입찰,일반경쟁,2017-07-04,2017-07-04~2018-05-01,국가기관,방위사업청,국제부품계약팀(구:19.09.16),윤효주,국가기관,방위사업청,Wilko Aero
KD71FD08O15,S/P FOR ANTI AIR EQUIPMENT,외자,리스입찰,일반경쟁,2017-07-04,2017-07-04~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),윤효주,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD71MD08O02,Spare Parts for Chemical,외자,총액제,일반경쟁,2017-07-04,2017-07-04~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),윤효주,국가기관,방위사업청,M.S. Global
KD72CD08P25,S/P FOR SUBMARINE,외자,단가제(최저가),일반경쟁,2017-07-04,2017-07-04~2019-03-31,국가기관,방위사업청,국제부품계약팀(구:19.09.16),주홍길,국가기관,방위사업청,ATLAS Naval Engineering Company Ltd.
KD72CD08P26,S/P FOR SUBMARINE,외자,단가제(최저가),일반경쟁,2017-07-04,2017-07-04~2019-10-31,국가기관,방위사업청,국제부품계약팀(구:19.09.16),주홍길,국가기관,방위사업청,ATLAS Naval Engineering Company Ltd.
KD73AM08S33,KT-1 기관 부품구매,외자,내역입찰(최저가),수의계약,2017-07-04,2017-07-04~2018-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),심연주,국가기관,방위사업청,Pratt & Whitney Component Solutions Incorporated
KD71AB04O11,Repair for Helidopter Simulator,외자,내역입찰(최저가),수의계약,2017-07-05,2017-07-05~2018-11-30,국가기관,방위사업청,대정부계약팀(구:19.09.16),이수경,국가기관,방위사업청,ROCKWELL COLLINS INC
KD71AD08O30,S/P for 500MD(DNS1),외자,총액제,일반경쟁,2017-07-05,2017-07-05~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박신영,국가기관,방위사업청,CUSTOM AERONAUTICAL SUPPORT
KD71AD08O31,S/P for 500MD(DNS2),외자,총액제,일반경쟁,2017-07-05,2017-07-05~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박신영,국가기관,방위사업청,CUSTOM AERONAUTICAL SUPPORT
KD71AD08O35,S/P for 500MD(승진),외자,총액제,일반경쟁,2017-07-05,2017-07-05~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박신영,국가기관,방위사업청,Relli Technology Israel Ltd
KD71AD08O36,S/P for 500MD(스위톤),외자,총액제,일반경쟁,2017-07-05,2017-07-05~2018-06-28,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박신영,국가기관,방위사업청,SWITON
KD71AD08O39,S/P for 500MD(원텍),외자,단가제(최저가),일반경쟁,2017-07-05,2017-07-05~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박신영,국가기관,방위사업청,Wontech
KD71AD08O41,S/P for 500MD(텍에어로),외자,단가제(최저가),일반경쟁,2017-07-05,2017-07-05~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박신영,국가기관,방위사업청,"CBK AVIATION, INC"
KD71ED08O10,Spare Parts for General Equipment,외자,총액제,일반경쟁,2017-07-05,2017-07-05~2018-01-31,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박보영,국가기관,방위사업청,CKS
KD71GM08P11,S/P FOR K1 TANK TRANSMISSION BEARING,외자,리스입찰,수의계약,2017-07-05,2017-07-05~2018-12-31,국가기관,방위사업청,국제부품계약팀(구:19.09.16),정수진,국가기관,방위사업청,Schaeffler Korea Corp.
KD71GM08P12,S/P FOR K9 TRANSMISSION BEARING,외자,리스입찰,수의계약,2017-07-05,2017-07-05~,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이정수,국가기관,방위사업청,Schaeffler Korea Corp.
KD72BD08O07,S/P for Naval Firepower Systems,외자,총액제,일반경쟁,2017-07-05,2017-07-05~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,INTEGRATED PROCUREMENT TECHNOLOGIES INC
KD72BD08O12,S/P for Naval Firepower Systems,외자,총액제,일반경쟁,2017-07-05,2017-07-05~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"WooYoung Mulsan Co.,Ltd"
KD72CD08P53,S/P FOR WARSHIPS,외자,단가제(최저가),일반경쟁,2017-07-05,2017-07-05~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,SD Engineering company
KD72CD08P54,S/P FOR WARSHIPS,외자,총액제,일반경쟁,2017-07-05,2017-07-05~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,DICOH GmbH
KD72CD08P55,S/P FOR WARSHIPS,외자,총액제,일반경쟁,2017-07-05,2017-07-05~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD72CD08P66,S/P FOR WARSHIPS,외자,총액제,일반경쟁,2017-07-05,2017-07-05~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,RUTC
KD72DD08O08,S/P FOR COMMUNICATION EQPT,외자,총액제,일반경쟁,2017-07-05,2017-07-05~2018-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"KONECT WORLD CO., LTD."
KD73AM08S34,AS-332 기체 부품 구매,외자,내역입찰(최저가),수의계약,2017-07-05,2017-07-05~2019-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),심연주,국가기관,방위사업청,AIRBUS HELICOPTERS KOERA Ltd.
KD71AD08O47,S/P for 500MD(ITE1),외자,총액제,일반경쟁,2017-07-06,2017-07-06~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박신영,국가기관,방위사업청,AEROMETALS
KD71GD08O03,S/P FOR TRACKED VEHICLE,외자,총액제,일반경쟁,2017-07-06,2017-07-06~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박아름,국가기관,방위사업청,CUSTOM AERONAUTICAL SUPPORT
KD72AD08O01,S/P FOR P-3C,외자,단가제(최저가),일반경쟁,2017-07-06,2017-07-06~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"HN Co., Ltd."
KD72AD08O04,S/P FOR P-3C,외자,단가제(최저가),일반경쟁,2017-07-06,2017-07-06~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,VLD International Inc.
KD72BD08O16,S/P for Naval Firepower Systems,외자,총액제,일반경쟁,2017-07-06,2017-07-06~2018-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,ATLAS Naval Engineering Company Ltd.
KD72CD08P71,Spare Parts For Warships,외자,총액제,일반경쟁,2017-07-06,2017-07-06~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"HN Co., Ltd."
KD72DD08O06,S/P FOR COMMUNICATION EQPT,외자,총액제,일반경쟁,2017-07-06,2017-07-06~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,MARINEX GMBH
KD72DD08O07,S/P FOR COMMUNICATION EQPT,외자,총액제,일반경쟁,2017-07-06,2017-07-06~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,CKS
KD72DD08O13,S/P FOR COMMUNICATION EQPT,외자,총액제,일반경쟁,2017-07-06,2017-07-06~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,ATLAS Naval Engineering Company Ltd.
KD72DD08O14,S/P FOR COMMUNICATION EQPT,외자,총액제,일반경쟁,2017-07-06,2017-07-06~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,ATLAS Naval Engineering Company Ltd.
KD71AD08J29,S/P FOR HELICOPTER(CUSTOM),외자,단가제(최저가),일반경쟁,2017-07-07,2017-07-07~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,CUSTOM AERONAUTICAL SUPPORT
KD72CD08O11,Spare Parts for Warships,외자,총액제,일반경쟁,2017-07-07,2017-07-07~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"HN Co., Ltd."
KD72CD08P72,Spare Parts For Warships,외자,단가제(최저가),일반경쟁,2017-07-07,2017-07-07~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,M.S. Global
KD72DD08O09,S/P FOR COMMUNICATION EQPT,외자,총액제,일반경쟁,2017-07-07,2017-07-07~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"AMKO ENTERPRISE Co., Ltd"
KD72DD08O10,S/P FOR COMMUNICATION EQPT,외자,총액제,일반경쟁,2017-07-07,2017-07-07~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"AMKO ENTERPRISE Co., Ltd"
KD71AM08P07,S/P FOR BO-105 HELICOPTER,외자,리스입찰,수의계약,2017-07-10,2017-07-10~2018-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),정수진,국가기관,방위사업청,AIRBUS HELICOPTERS KOERA Ltd.
KD71FD08O12,S/P FOR ANTI AIR EQUIPMENT,외자,리스입찰,일반경쟁,2017-07-10,2017-07-10~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),윤효주,국가기관,방위사업청,Brissago systems inc
KD72CD08O12,Spare Parts for Warships,외자,총액제,일반경쟁,2017-07-10,2017-07-10~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,CKS
KD72CD08P36,Spare Parts for Warships,외자,단가제(최저가),일반경쟁,2017-07-10,2017-07-10~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"WooYoung Mulsan Co.,Ltd"
KD72DD08O11,S/P FOR COMMUNICATION EQPT,외자,총액제,일반경쟁,2017-07-10,2017-07-10~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"AMKO ENTERPRISE Co., Ltd"
KD72DD08O20,S/P FOR COMMUNICATION EQPT,외자,총액제,일반경쟁,2017-07-10,2017-07-10~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"Dongjin Communication Systems, Inc"
KD72DD08O21,S/P FOR COMMUNICATION EQPT,외자,총액제,일반경쟁,2017-07-10,2017-07-10~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"Dongjin Communication Systems, Inc"
KD71AD08O51,S/P for 500MD(ITE2),외자,단가제(최저가),일반경쟁,2017-07-11,2017-07-11~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),임우정,국가기관,방위사업청,AEROMETALS
KD72AD08O05,S/P FOR P-3C,외자,총액제,일반경쟁,2017-07-11,2017-07-11~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"DK Corp, LTD"
KD72AD08O08,S/P FOR P-3C,외자,단가제(최저가),일반경쟁,2017-07-11,2017-07-11~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,INTEGRATED PROCUREMENT TECHNOLOGIES INC
KD72BD08O10,S/P for Naval Firepower Systems,외자,총액제,일반경쟁,2017-07-11,2017-07-11~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,M.S. Global
KD72CD08O15,Spare parts for Warships,외자,총액제,일반경쟁,2017-07-11,2017-07-11~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"AMKO ENTERPRISE Co., Ltd"
KD72CD08O16,Spare Parts for Warships,외자,총액제,일반경쟁,2017-07-11,2017-07-11~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"AMKO ENTERPRISE Co., Ltd"
KD72CD08P76,Spare Parts For Warships,외자,총액제,일반경쟁,2017-07-11,2017-07-11~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"TAE EUN TECHNOLOGIES, INC."
KD72CD08P77,S/P FOR WARSHIPS,외자,단가제(최저가),일반경쟁,2017-07-11,2017-07-11~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,EASTCOMM
KD72CD08P78,Spare Parts For Warships,외자,총액제,일반경쟁,2017-07-11,2017-07-11~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,STERLING DEFENCE LTD
KD72CD08P80,Spare Parts For Warships,외자,총액제,일반경쟁,2017-07-11,2017-07-11~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"TAE EUN TECHNOLOGIES, INC."
KD72CD08P81,Spare Parts For Warships,외자,단가제(최저가),일반경쟁,2017-07-11,2017-07-11~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"TAE EUN TECHNOLOGIES, INC."
KD72CD08P82,Spare Parts For Warships,외자,총액제,일반경쟁,2017-07-11,2017-07-11~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"TAE EUN TECHNOLOGIES, INC."
KD72CD08P84,Spare Parts For Warships,외자,단가제(최저가),일반경쟁,2017-07-11,2017-07-11~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,EURASIA TECH
KD72DD08O12,S/P FOR COMMUNICATION EQPT,외자,총액제,일반경쟁,2017-07-11,2017-07-11~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"AMKO ENTERPRISE Co., Ltd"
KD72DD08O15,S/P FOR COMMUNICATION EQPT,외자,총액제,일반경쟁,2017-07-11,2017-07-11~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"NASK KOREA CO.,LTD."
KD73AD08O03,S/P FOR KT-1,외자,총액제,일반경쟁,2017-07-11,2017-07-11~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김유라,국가기관,방위사업청,"HN Co., Ltd."
KD73AD08O04,S/P FOR F-16,외자,총액제,일반경쟁,2017-07-11,2017-07-11~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김유라,국가기관,방위사업청,"AMKO ENTERPRISE Co., Ltd"
KD72AA09O01,고속대공무인표적기,외자,총액제,2단계경쟁(동시),2017-07-12,2017-07-12~2018-03-12,국가기관,방위사업청,국제장비계약팀(구:19.09.16),김진우,국가기관,방위사업청,Air Affairs Australia Pty Ltd
KD72DD08O16,S/P FOR COMMUNICATION EQPT,외자,총액제,일반경쟁,2017-07-12,2017-07-12~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,M.S. Global
KD73AD08O05,S/P FOR WRK100,외자,총액제,일반경쟁,2017-07-12,2017-07-12~2018-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김유라,국가기관,방위사업청,"Dongjin Communication Systems, Inc"
KD71DD08O02,S/P FOR TRS,외자,단가제(최저가),일반경쟁,2017-07-13,2017-07-13~2017-12-15,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박아름,국가기관,방위사업청,"KONECT WORLD CO., LTD."
KD71ZE09O01,대포병탐지레이더 기술지원,외자,내역입찰(최저가),수의계약,2017-07-13,2017-07-13~2018-06-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),곽종채,국가기관,방위사업청,"Saab AB (publ), Saab Microwave Systems"
